n_week,prod_0,prod_1,prod_2,prod_3,prod_4,prod_5,prod_6,prod_7,prod_8,prod_9,prod_10,prod_11,prod_12,prod_13,prod_14,prod_15
20,1.5157462221074658,1.3619333722870106,1.349643315458316,1.24701007920685,1.335572102280548,0.9668597784926207,1.6564718953994984,1.0371976538491838,3.3391181853418703,2.5145555689347177,2.0158729278628447,2.8627606113003723,1.0,1.0,1.0,3.1397905302290385
21,1.5689901748038684,1.335906205597255,1.585452979144577,1.1610629307662228,1.1410376031641432,1.036274365194333,1.530036076880856,1.2130503575516425,2.871969552036005,2.2060676730873507,1.7637049742938284,2.534720432515311,1.0,1.0,1.0,2.8638719260269214
22,1.6733076705971515,1.3447769361758082,1.5623801189762216,1.2097132022095503,1.4383055100481423,1.159536507344778,1.4123988535684198,1.0803284972821736,2.3294581111998944,1.8006098923577074,1.6496213384645144,2.0752865393906728,1.0,1.0,1.0,2.5323396565397855
23,1.551593869749887,1.2538058498527722,1.3030696849923624,1.1791856188017802,1.3263913040705033,0.9978057544406412,1.4162368561439342,1.3744658005663775,2.8368739291205687,2.459051814002775,2.3587740108028905,2.9395988241458295,1.0,1.0,1.0,2.9034125380286566
24,1.6910078508509778,1.3287790296073947,1.749199811207551,1.0841624574052422,1.4054108118552473,1.2194744289479227,1.6266935934291085,1.2154704478234573,4.25370678592797,3.403645544166914,2.4522527863725214,3.8856211354462014,1.0,1.0,1.0,3.4049279979495943
25,1.4956468698214487,1.2739880852919936,1.454601883395476,1.2287754789196288,1.3671193935076318,1.2081196045954476,1.818233306956139,1.3282326538122144,3.6028172110617587,3.0204416264261837,2.359970620519568,3.4521721642109524,1.0,1.0,1.0,3.1191208815691676
26,1.7593713837538059,1.4980422501099704,2.145214084677965,1.1851244746782348,1.3799055833503433,1.0582041537541738,1.752824599424268,1.2456477950359133,2.9594991438302256,2.5197689923775175,1.968059288775591,3.195454262279064,1.0,1.0,1.0,2.7009940739762968
27,1.6969856856779357,1.361105216914571,2.0002894038900334,1.2593829374088326,1.4946166125236982,1.368406288298827,1.6314937039570385,1.2970424126240754,4.16252750415052,3.5171152427994326,2.5047199539469824,3.466439804519777,1.0,1.0,1.0,3.4853292631054735
28,1.7443257006139492,1.5088734366016525,1.761354129069821,1.136099092145011,1.6140911045289377,1.3305778732713591,1.5956477496835983,1.2896626063509171,5.88555846841118,3.872522848695421,2.9473194549394672,3.649585857251045,1.0,1.0,1.0,3.816227612453053
29,1.7830378702612717,1.4071096049933025,2.160302762335424,1.1775148061786036,1.4770539873553772,1.265541685542769,1.7963117526896717,1.4368222007102827,5.138387442855825,3.383826548354194,2.4860350139267187,3.1658174283520433,1.0,1.0,1.0,3.551553407108201
30,1.800427467169667,1.3865111359915772,2.0340492931019907,1.3990708065061455,1.4937410222761918,1.2328482841497495,1.878520442920457,1.2806825540698275,4.232226328379841,3.0557588842312726,2.380074696481553,3.653935940790677,1.0,1.0,1.0,3.132889370606229
31,1.4499633539145058,1.4700808893502624,2.134934971084561,1.3535277090879163,1.6512732548005107,1.3652979921010953,1.6406122941713719,1.3803391941683554,6.207139157249137,3.674954771354628,2.967238812991823,3.8312881829143337,1.0,1.0,1.0,3.623537192865442
32,2.130491186207141,1.4575761994600303,2.437936179213177,1.359660029248393,1.5978678235622918,1.2461751131810328,1.901623820061678,1.3361791590312,6.556290321017792,4.276124724249003,3.014646158677764,4.983408888638238,1.0,1.0,1.0,4.248786899433656
33,1.9105722396606466,1.3619243394291687,2.1251249559304584,1.2308414740813922,1.6253565054413437,1.4062360081515437,1.7893124170238888,1.2609419106075506,5.741636130354904,3.604365835178383,2.7472122848338105,4.191501072094746,1.0,1.0,1.0,3.845265297300777
34,2.305069212624958,1.2494699655364507,2.410559074281772,1.1708656050414665,1.498513613473506,1.4299343279560885,1.5419593344935205,1.6448076004365235,4.663112480883675,3.33203376321384,2.2414064974286814,3.5273147184997913,1.0,1.0,1.0,3.582005792526724
35,2.391152683424559,1.5782771227729935,2.28611306349486,1.2091428305243561,1.3697948107315692,1.6447812334604244,1.8409571608135447,1.4963549428933387,6.956522317936105,4.156503496272266,3.3050327692687307,5.085740387059078,1.0,1.0,1.0,4.129830182824745
36,2.2574419566264967,1.5554782306272257,2.046913702824786,1.3028457957376471,1.6893500372111139,1.4395166191843263,2.008595598589476,1.577737880091672,8.756483429439076,5.294965073631232,3.443857376146961,5.9902284525733345,1.0,1.0,1.0,4.577888322113372
37,3.00166657477609,1.3610101284397103,2.837853657057291,1.2857070440302258,1.4393609234876705,1.4500386518357966,1.8660925763544436,1.5914427181803703,7.653014233636114,4.85751471965049,3.5583014561700392,5.002688150544216,1.0,1.0,1.0,4.241295304190043
38,2.5256128651157668,1.7272026592098255,2.4546401060911514,1.3146347004983978,1.9891869413849435,1.5482966401045974,2.3179560015229965,1.4598342967913733,7.061820688395873,3.938556112148761,2.9978221454290734,4.153747343897446,1.0,1.0,1.0,3.7687557186416014
39,2.4683465968080816,1.5679196403442603,2.112308897310531,1.562690127237556,2.561114473859374,1.393728298630455,2.0240362107857637,1.7802211070597374,8.250196052961428,5.901644317628215,4.032140506717486,4.79360104320423,1.0,1.0,1.0,4.685968183447757
40,2.455830055383228,1.9511194137404437,3.0015709883518142,1.4080703834041457,2.0474390622886665,1.7073202800987446,2.0400623070107113,1.4548559382488058,10.161212315005283,5.883742966343563,4.810590815231484,7.146513999489624,1.0,1.0,1.0,5.025952629418659
41,2.7054193976967276,1.7969427626975412,3.159840064690811,1.3633427517306314,2.5120906845081046,1.448214403153211,1.993538909261921,2.0034611413259595,8.130042923558136,5.830306949794618,4.105432070818747,5.875420495023515,1.0,1.0,1.0,4.729110911436055
42,3.2588687969272994,1.968726660258895,3.0117167125315714,1.2517324759724695,2.571543109988174,1.6262561593967753,1.9063532652079362,1.6754170237450092,6.806437023168635,4.8958947604351994,3.5555415712565397,5.446518207057278,1.0,1.0,1.0,4.166377347856098
43,3.099155529065083,2.0428042144606122,2.9785046355226283,1.3212114074926653,2.6579549742947317,1.5879849463669402,1.98677851738493,2.203124528464132,10.209299299838786,5.884150409982981,4.52595791913856,7.559905536903867,1.0,1.0,1.0,4.842936525938315
44,2.8364870515751424,1.7743385473406716,2.7325688928185636,1.2397826622460535,2.4567875133917094,1.979413681277171,2.1975297763961805,2.346738072720594,11.268753503381422,7.517470657946567,6.366807996273518,10.210927765315697,1.0,1.0,1.0,5.534249500432588
45,2.8521452555050737,1.9848618616517322,2.279988260288442,1.6485437024464868,2.376010026004226,2.0241103927898356,2.4382336507682094,2.3685127818886866,11.016282105847585,6.790911397999778,5.089296929489007,8.750458972100406,1.0,1.0,1.0,4.886088133872307
46,2.64025479340522,2.004840992785715,3.2067987234296824,1.395878777663553,2.7022394736510646,1.9288990398002357,2.4902528157786943,2.1982616096120497,8.949180259126308,5.739717888025165,5.006361354654023,7.063425974316357,1.0,1.0,1.0,4.354997342209084
47,3.6190943689061124,2.2171523398806094,3.704155858149108,1.1229469244170325,2.5771950042485576,2.130313185720403,2.2712634190397645,2.4223412366885886,12.888415976664186,6.670962570503917,6.733223786874346,10.379840245179626,1.0,1.0,1.0,4.605020778310107
48,3.1361904563475873,2.0567914063845687,3.7307643422807097,1.68441634862729,2.4873287965990976,1.9216408736155,2.1341566225984385,2.16846478926204,14.426584465137633,7.926070284212734,7.732136489054889,13.006938557378186,1.0,1.0,1.0,4.834045810975336
49,2.8687400668902767,2.020889441466283,3.3058731670318533,1.647034143263813,2.588088758221569,2.1058221885402126,2.5799467147668875,2.025408673306277,12.371959659445364,7.27462720430195,6.848637095314104,11.349777817869489,1.0,1.0,1.0,5.354863299082383
50,3.179700951449827,1.8627569254853968,3.360545970590503,1.5838470833679736,2.7988829797142754,1.8794561664381124,2.212071882817872,2.6845533417929666,12.272027655769177,6.219591689240496,6.123211372723196,10.236154686688597,1.0,1.0,1.0,5.467966283407588
51,3.164067925644199,2.070326669634571,3.899389365437545,1.3710122479853573,2.7868568254633668,1.9207775394814117,2.3130151334473306,2.386832248494783,13.476128927811493,6.714906561006016,7.99721221961702,12.547622850889857,1.0,1.0,1.0,5.9783589037832
52,3.1703548772273416,1.9145236006666824,3.778546687096303,1.712120899676307,2.5599903210995913,1.8667057282082333,2.8151825606024614,2.9206664614867397,15.944560271113073,8.384460160702835,9.988480464660913,15.692598945203693,1.0,1.0,1.0,6.022565655321148
53,2.7865954909671866,2.21761242133193,3.2095319279792007,1.9142028643325264,2.799815685652866,2.0093967246558964,2.951792801079613,2.3762789078557356,13.296530774356517,7.660627232823092,8.875209605378187,13.807906522759746,1.0,1.0,1.0,6.253565687478964
54,2.635324645702971,2.0578576567992215,3.395250121625272,1.9638411563894749,2.8607602495701636,1.7633273456353382,2.8633924149226524,3.3844066470615166,11.423138400793658,6.483736955854329,7.744465321554079,11.981574418955148,1.0,1.0,1.0,6.253148051319499
55,3.1580478832814394,2.04887886779331,3.9139904055083377,1.8212637970202528,2.965065630670903,2.349658380299452,2.4222898526289454,3.246057339576894,16.083925575277366,9.632460006595876,6.703737682153689,11.702493420566261,1.0,1.0,1.0,6.502706016577219
56,3.575780350037283,1.9129645437359784,4.194272569374108,1.9436755333589313,2.704030489461921,2.3209291093650317,3.110103871744751,3.5268481135945446,22.075412411095414,10.946278646801188,9.98611603354036,17.118201037992126,1.0,1.0,1.0,6.48684640553018
57,3.9766731145005147,1.4709576752907474,4.602681589422204,2.229553000878286,3.94827470906438,1.7846585282541443,2.391487691747734,4.7139286076573015,17.25810837306365,8.417047061383332,7.678738256796223,14.07439339243018,1.0,1.0,1.0,6.850620222253912
58,4.326196023536926,2.206436512936121,3.944681594872339,2.170257489537248,3.238491324868385,2.676987792381216,3.5872315376216006,4.000452581199889,14.389630239731451,12.625570592074999,7.678738256796223,12.779230458466111,1.0,1.0,1.0,6.429465079366294
59,3.662966571607035,2.7777912371486657,5.127327668036919,1.844375773856759,3.461044989568916,2.2903118474959037,3.211343710923207,3.706694581203904,21.58444535954437,16.02134168777426,11.518107385194334,18.445450908502277,1.0,1.0,1.0,6.464105944752484
60,4.21753409813908,3.1451656990647603,5.392863901747983,1.9192385932424274,3.400190932347475,2.3727795915998167,4.368911298049871,4.324718550732397,20.18616060520094,21.162639246670835,16.27688069321679,22.71240733669012,1.0,1.0,1.0,6.136572988064289
61,4.200343443229784,2.8633919795540854,4.756953605071998,2.0533024976767877,3.309325992566977,2.6726229834038207,3.986611975976012,3.9533007110385237,19.59393856694417,18.94974891149977,13.509811672182208,19.30786093706532,1.0,1.0,1.0,6.084880880439081
62,4.539637639842167,2.729228881973955,4.849288334831372,1.9006243908858422,3.120073062770221,2.731324148772338,3.5454085398523945,4.951539625883551,18.612936590229314,15.820816384111955,11.839033282261667,19.895963659937795,1.0,1.0,1.0,5.614335302390013
63,4.311162303506337,2.732052218168146,5.836404890527745,2.0205437119917935,2.9622115015795965,2.9017594488736176,4.0931297332549486,4.2359528940106435,19.48152304304213,22.34536182045053,16.40524882382911,21.27045804307752,1.0,1.0,1.0,5.742936343799821
64,3.913292066467925,2.7787357786518005,5.5857498105466385,1.9959933275412398,2.8888833796775897,2.800349437350968,4.720225685790309,4.30590615465943,18.512834930061516,28.312930890812893,19.173633859219883,25.752817354584018,1.0,1.0,1.0,5.4874029738756995
65,4.044953737432399,2.8519118534493186,5.14811466569567,2.1364715268515426,3.964507810586912,2.986586669376594,4.243408775970517,4.7039278595443905,22.831857403024216,24.197568287300786,15.958157051855329,22.094607509807876,1.0,1.0,1.0,5.268104425151838
66,4.514068764023198,2.892607505805726,5.3245125111637,2.1550285562689373,3.645864584541142,3.2065599858928295,3.968957081381127,4.990797715844107,19.400099568971314,21.333399311879344,15.07013647239551,17.87383200751208,1.0,1.0,1.0,5.035627013862795
67,4.011587915299731,2.5350652737510275,5.515927479165624,1.855355261749283,3.9195183761282313,2.986234650739827,4.012843626256014,4.3228256708211905,23.92964075365595,23.381054158311876,17.763571297803658,26.70103034239722,1.0,1.0,1.0,4.850510904222798
68,4.157585068531767,3.3354511350354743,4.937867016447123,2.01185573186869,3.5668342437540055,2.884074295477666,4.085333331770679,5.187535835533792,26.57873048328162,31.998567569780093,21.300052549967713,25.587268428435895,1.0,1.0,1.0,4.434230821374332
69,5.524673554616715,2.564766536684341,7.225544411783219,1.5469992060544822,4.967284674123475,2.2176841881012637,5.439169066798074,4.0553747505491025,20.437486796024587,34.06675922677084,26.29299861220751,19.6751105543371,1.0,1.0,1.0,3.40966375047022
70,4.935735781207105,3.8471498050265116,6.157726110707238,2.320498809081723,4.154098450287131,3.3265262821518955,4.848094711228293,6.083058038622822,30.65623019403688,26.844258997622624,20.897620447520417,29.51266583150565,1.0,1.0,1.0,5.11449562570533
71,4.568846158520758,3.493164308547204,5.710254660627656,1.8633803437417271,4.5523659201786195,3.1802247182253534,4.483150123339705,6.375768779571579,41.467295581232854,39.04729973419248,26.59588718064548,43.954811997498744,1.0,1.0,1.0,5.586613853322165
72,4.8186832612189,3.7649857815544263,5.960610236924667,2.7422563472555237,4.3561982590466,3.4849661296967818,4.373510232007755,5.664970389559296,52.36136800018403,46.22294403124156,30.963135071062013,41.03491147613215,1.0,1.0,1.0,6.000977154742198
73,5.296497476459432,3.4376874318066877,6.2929463965623516,2.797467011556553,4.901014509026297,2.947244342756031,3.758861852461472,5.650551045445234,43.00285341148393,42.3292341761517,24.90721778652431,41.64939383629633,1.0,1.0,1.0,5.983693357467245
74,4.734259757164065,3.6959980847886587,6.47452596000194,2.586027603222788,4.414377053545,4.047767357432949,5.0519178527297575,6.587562102938397,34.1568509694077,34.793329070490245,27.386039664006468,34.152914771305866,1.0,1.0,1.0,6.6304173241066255
75,4.43006173390505,3.4653959079762244,5.84964429208097,2.577082367433002,4.405995365252402,3.8319993814124613,5.568922280417443,6.40992873612584,51.235276453947215,51.80409879238275,37.36104495170874,41.398274799193615,1.0,1.0,1.0,7.066394794867613
76,4.1611260207386875,3.799295529749002,5.303170270601837,2.4706842342971105,3.594210650985068,4.036177879427808,4.876682168277098,6.613389133182477,51.174862227858036,49.33161185875102,41.63058695700362,60.38786264136978,1.0,1.0,1.0,7.064242686056388
77,5.32679885353228,3.7105161790556376,6.459019620986879,3.256673672709243,5.377791220624072,3.543788941720838,4.8628513902925965,6.625534520693903,43.81266339684137,46.88932254617623,39.01973025844655,51.5735891875221,1.0,1.0,1.0,7.298822300157277
78,5.795907171111742,4.144285937966278,6.187269188727737,2.9759386575964166,5.206278567864728,3.585428366354883,5.650602705270568,6.317438455277686,40.900781445905416,38.26833088507503,33.43180242677933,45.06133226139352,1.0,1.0,1.0,7.402397871206228
79,5.959716755229738,4.036364477233694,6.381203730126095,3.472485114478888,5.6090748414594875,2.7569843842452233,5.41055511709083,6.281815312715438,42.273081632192394,53.51466641594422,47.477916607038644,60.957279099085106,1.0,1.0,1.0,7.404363538377424
80,5.641662329373054,3.755789620200003,5.772968042632799,2.9173717600679208,5.329321601701158,4.135476576367835,4.710346548602107,6.3910702003547035,61.134249518638576,71.61843591969047,46.83636196874669,69.42972237497158,1.0,1.0,1.0,7.723990870192028
81,4.9688973425616005,3.512128625393419,6.257491254869536,3.8147262473878576,4.970417003698878,3.352955360655388,6.274798976987382,5.761928188922779,54.12853687710197,61.942847316681075,40.229625606331375,62.190925519516185,1.0,1.0,1.0,7.526891918122688
82,5.514684168547464,4.4561679168070265,6.373676032790287,3.836824831249795,4.622244008751618,4.89241656173174,6.076348006516396,7.02339313847237,48.095114656470464,52.010436882770506,38.44399562637729,50.9406288951344,1.0,1.0,1.0,7.471560080424777
83,6.1732151275587475,3.4315536380440053,6.497597128727942,3.7454397976933524,4.491071383248126,4.723958494720684,6.184116762774085,5.600381177384469,47.61517480754818,74.2584290255898,37.54794701785089,61.049348054858335,1.0,1.0,1.0,7.324052531657187
84,5.9634556971513275,5.147330457066008,5.980260869332058,3.4645007452473555,4.925054517223075,4.299725028059972,5.655110020898296,6.084567198501598,60.97289144473508,82.58077921013847,53.69739207940111,83.50198974607216,1.0,1.0,1.0,7.249482415998366
85,5.280076483595511,4.882327593267811,7.030403970158612,3.7751030677030375,5.710566637059352,4.398733203085964,5.870269298720892,9.026733744744714,57.17301808612982,74.74919030286226,45.749014426521974,74.44035143026555,1.0,1.0,1.0,7.088492553291711
86,6.0243708950140595,4.786334385076379,5.884056968157209,3.2776971986672514,5.23761758146668,4.9900199287239015,7.042912544823912,8.846499390026064,49.498865260985006,70.11420364853106,50.09449615606253,61.3608320866734,1.0,1.0,1.0,6.825801965671984
87,5.652463802152445,5.126325174546797,7.8299007716938736,4.354589883649709,6.149027669883396,5.512734302357247,6.397356886468994,7.845789821066664,56.10032623953185,73.24507015113039,41.73798198475257,91.49905087850458,1.0,1.0,1.0,6.353832405312048
88,6.155605920966106,5.513200658777332,8.113461071790933,4.371046449120625,5.520812269058247,4.895416794553131,6.240897175425508,9.991944922482933,69.18032906864146,90.72448148320464,62.457948070149115,93.05894087864904,1.0,1.0,1.0,6.455479526735617
89,5.521686034735541,4.8599016504047325,8.236804215732118,3.8545768058162455,5.978772586054589,5.114096522840104,6.2970591846383535,8.961164350808668,62.72091682429104,82.48827188844716,54.19611787862851,81.14901282091418,1.0,1.0,1.0,6.224153847370675
90,6.945482507648517,5.648032213940669,8.513866093907218,4.791412450778241,5.713433580914467,4.845760665074312,6.4851399050505,9.41921984043829,54.20466278858788,70.25982211020177,47.04389802822013,71.36082586845154,1.0,1.0,1.0,6.06137704870259
91,6.409572481939292,6.5371240143504865,8.38735289579956,4.2046592865436985,6.325169065043427,4.999668252095549,6.766152450123654,9.514743528351671,73.58102486089057,82.5184421489388,49.633613678445606,102.33073172639575,1.0,1.0,1.0,5.721678522882264
92,7.55148434253853,6.44695960334117,7.6524478614891045,4.232813803797703,5.949079106901928,5.278712013088414,6.536938268057346,9.794122771361863,76.09351591861703,102.1051211670022,63.06247356835771,117.38125983923756,1.0,1.0,1.0,6.038574440728424
93,7.032320228124685,6.089768360959031,7.734707110428578,4.497795441662296,6.287118125841541,5.025707025955931,5.9628052544103545,9.094936363635144,76.40482732359222,95.22345329841568,58.23240664697398,100.24412870053654,1.0,1.0,1.0,6.031471970466669
94,6.755577600690005,6.153497656950839,8.174942350442414,5.227855776352678,6.594652055946929,5.320992805831128,6.223344455936109,9.606675879780607,64.26528032074216,83.2056928483517,48.59595409978243,86.78912788469411,1.0,1.0,1.0,5.921843789266346
95,5.905639760599244,6.97434652261775,7.40318020063844,4.531863499856389,5.817684045800691,4.84384191162158,6.232075275414847,9.833721464563926,74.36559769305498,105.36867377786108,64.112087192598,127.14819523822725,1.0,1.0,1.0,6.107351841189538
96,7.833682293096207,6.78996356335474,9.778145788592944,4.861780197037825,6.060250874359379,4.098969861552381,6.492680562013928,9.689800450342341,88.68490422167501,128.76276325022096,83.53401409260847,146.44527566980673,1.0,1.0,1.0,6.592715943650494
97,6.648016369787765,6.719143283394926,9.292346560866392,4.502469562947569,5.679224819587637,5.894202656916888,7.448088864969503,8.354632656178202,84.4455133889485,117.67196506126633,72.30793315370947,124.67299402235199,1.0,1.0,1.0,6.8219764085219765
98,6.836677496280474,7.626735930194725,7.6799612027641055,4.486616058956029,6.267547153664798,6.909960616090437,6.705094242189292,11.410090858582691,69.91903605078248,92.027170874514,55.880568100446105,96.85207101932386,1.0,1.0,1.0,7.359492010800376
99,9.798993778619705,7.08564497061855,9.902690085906858,4.235868344560709,6.276500768092185,5.513710688272519,7.863274923997413,9.937082928089977,91.79798216670898,138.02582247949405,83.82085215066915,145.27810652898577,1.0,1.0,1.0,7.328864507249155
100,8.650146525415801,6.534234281637974,10.382464593702858,5.303891850529633,5.549164561618375,7.9764033292448175,7.103326685148711,11.166211390076914,125.07708635956372,175.81756166229457,114.85354325065859,145.67795968228356,1.0,1.0,1.0,8.05714871972258
101,9.406773530762436,6.406794835128565,10.119026327082517,5.313287878124243,6.307216389533633,8.4125884463531,8.08643241831717,11.918664044161025,105.56418130892621,152.47940448689604,99.18035356822959,129.2434751607873,1.0,1.0,1.0,7.904018214964491
102,8.786488965435929,5.274455931034825,10.95455642010732,5.432468934253183,5.971384743122251,7.325564617309541,7.920313464257472,9.891548713869934,100.77931864050643,131.92729146772206,93.85351173053401,104.64530523954983,1.0,1.0,1.0,8.118584015654488
103,9.66512306178314,7.841976441873372,10.312767651336927,5.716533621925953,6.357922163738996,6.81934049548508,7.6005510662367355,14.19757938958014,106.39235261454353,179.03054881322635,111.80725148921448,152.54568217838926,1.0,1.0,1.0,8.192762289969147
104,9.57650996835555,10.005797527259617,7.929914216077522,5.696753544539615,8.111071461779757,5.243673373404264,6.364172437999234,13.682656345058719,151.3595816731704,140.39358362119702,150.48087679584515,221.87177402298443,1.0,1.0,1.0,8.550957494327992
105,8.947917383062068,8.789767424741248,11.894871324116284,5.640910176063378,7.265359716313684,7.865510060106397,8.836729207933216,14.997227405482706,126.00912979774186,210.57645508866398,123.35756870851478,183.03358755943256,1.0,1.0,1.0,8.293227923073266
106,8.942210806193106,7.790153216777924,13.887948732474092,5.462233156234282,7.08093102710819,8.01110108878409,8.462639391136609,12.262270381846887,118.83990739445082,187.40085289050072,101.22331446106223,161.51891288896908,1.0,1.0,1.0,8.121955718306316
107,11.438659324384156,7.219306221245326,11.76451879960191,6.277657919006057,7.70566488325155,9.638097552991285,10.48713659744847,15.714268400674749,112.25892407495678,183.86104762368058,151.82745730272046,238.28039977212637,1.0,1.0,1.0,8.027308721714716
108,10.162639113246456,9.949788114299356,14.602251159332614,5.325751388743472,8.20724511780406,8.861822961987006,9.211332519754302,15.95126519074406,154.98052642026158,268.5882363319051,151.65230772670563,257.47477750536376,1.0,1.0,1.0,7.915254922967827
109,10.236510430799308,9.11448551812029,13.252179995584275,5.260209963774031,6.833451233945839,7.874884816043324,9.176464744846607,17.18684014808449,145.61022883638225,232.8755901456524,134.57354529257938,217.6372638258387,1.0,1.0,1.0,7.696661414556153
110,13.431110673561264,7.008505449359652,11.725671970000159,5.037654184901551,5.25452370469286,7.101405399185418,7.056163844053999,17.998419271792972,111.96573632745802,179.06768728897438,103.47917319607541,167.350306989317,1.0,1.0,1.0,7.566713286352135
111,11.465034216548695,10.512758174039478,14.93344579462247,7.282869824923558,7.88178555703929,9.882283731159497,10.584245766080999,16.682151685529394,167.94860449118704,268.60153093346156,155.2187597941131,251.0254604839755,1.0,1.0,1.0,7.396656521607774
112,10.770999142600056,10.40145186944735,13.499608109620734,6.6016622684348105,6.788774641999334,11.264319929342882,13.569757386073297,18.076711714250386,239.89395002639063,250.01288979677594,169.94266843376698,349.00939450538203,1.0,1.0,1.0,6.9632223756314415
113,10.862400114572205,9.823474024064634,16.940988960303393,6.706425565394774,8.403193662554653,9.961887653407182,14.941635423738752,16.63419145555044,212.05095251082147,248.4176138770681,143.9228381791901,339.74364144375545,1.0,1.0,1.0,6.8923948873048895
